ATMG00640,6.83638,7.58534,7.78075,5.9146,6.96009,6.52268,7.07657,6.8466,7.29528,5.46896,7.07441,6.69932
ATMG00650,6.91033,5.3771,4.89052,4.7145,6.3207,7.56498,7.05897,5.82521,5.31436,4.67109,6.93961,7.05676
ATMG00660,8.60713,6.77698,6.34514,8.04162,11.3846,11.6254,8.08589,6.3607,6.55165,7.54189,12.0544,12.0397
ATMG00670,5.08085,4.73467,5.89477,5.10994,5.84365,5.99713,4.60495,4.72181,5.37817,5.57276,5.52991,5.98884
ATMG00680,4.31916,4.90642,4.32546,4.00889,3.7879,3.6022,4.08986,4.47375,4.18277,3.72171,3.863,3.79314
ATMG00690,8.98937,6.41554,4.77682,7.57883,9.02807,12.0013,9.39451,6.06011,4.35487,8.22774,9.17889,10.9811
ATMG00710,4.2049,6.98585,9.29853,4.90716,4.33486,4.74313,4.00815,7.59003,9.17059,4.58342,4.55163,4.49138
ATMG00720,3.91602,4.79393,4.4534,3.40701,3.13584,2.78612,4.14822,4.65004,4.46468,3.34018,2.94851,2.53426
ATMG00740,4.22497,3.36116,3.47252,3.49781,3.33818,3.53449,4.63296,3.13842,3.1417,3.29876,3.44059,3.33026
ATMG00750,4.18953,4.86111,4.61722,4.09009,3.77855,3.81697,4.14424,4.5808,4.42672,4.27991,3.73418,4.18825
,3.71329,5.42572,3.5465,2.80173,3.55272,3.6326,3.36801,5.22465,3.64362,2.93779,3.46215,3.77378
AT2G07783,20.0305,24.147,15.4826,40.1522,26.2705,27.9966,19.5853,23.735,16.2778,43.6323,27.3154,28.8951
ATMG00840,3.13217,4.47155,4.31886,2.9939,3.41904,2.9624,3.28827,4.32224,4.28243,3.11832,3.702,2.73464
AT2G07682,4.6201,7.90231,13.0367,5.27925,4.86256,5.20062,4.59928,8.42609,14.2519,5.15717,4.91744,5.62998
AT2G07682,4.25566,5.10342,5.33404,3.98478,3.44665,3.49207,4.19702,5.52774,5.78648,4.17547,3.77195,3.77577
ATMG00880,3.34292,5.79581,4.96942,4.28721,3.08458,4.2557,3.09433,6.03501,4.71003,4.38482,3.12594,3.92726
AT2G07682,3.15866,8.01624,7.69804,4.00505,3.86691,3.73028,3.30964,7.82299,7.80416,4.29261,4.03901,3.40767
,3.04889,4.0134,4.72555,3.82401,4.06078,3.09669,3.30765,3.90476,4.39273,4.13869,3.83782,3.35298
ATMG00960,4.00883,3.6336,4.52145,3.68272,4.14996,3.12765,3.78267,3.97931,4.34477,3.81503,4.16134,2.92536
ATMG00990,36.3694,42.8856,41.4296,58.3336,36.1299,39.5646,34.0364,43.5628,42.9772,59.1374,35.4785,40.5868
AT2G07674,24.785,28.9538,18.1213,36.0295,18.9608,14.1164,24.1513,26.5405,16.3677,36.787,17.7431,15.1601
AT2G07674,8.35086,17.2968,9.08505,6.9238,9.14172,7.83119,7.59693,16.2391,9.67297,6.4431,9.79721,7.14492
ATMG01020,6.13079,6.07039,6.90236,5.48727,6.42951,5.4283,6.04117,5.61488,7.37806,5.33843,6.35661,5.62476
ATMG01040,4.20329,5.05874,6.60043,4.19677,3.6159,4.16464,4.463,5.12392,6.97636,4.18256,3.40343,4.14616
ATMG00510,10.0408,13.2483,17.2024,10.7014,9.34498,9.32597,10.1279,14.3695,17.3172,11.1552,9.45469,10.0632
ATMG00520,3.9393,3.95773,4.18823,4.18493,4.04141,4.17352,3.77864,3.80102,4.23469,4.5799,4.20168,4.329
ATMG00530,5.25224,4.58725,5.42455,4.75858,4.74819,4.08103,5.06689,5.00075,5.1454,4.2846,4.95999,3.7182
ATMG00570,5.39346,5.27142,4.47106,5.29252,4.97626,4.3865,5.33055,5.5578,4.60986,5.0498,4.87108,4.24889
AT2G07717,80.7798,99.068,104.655,129.156,93.1882,119.364,83.9097,94.7891,100.603,127.745,100.478,120.07
AT2G07809,2.90817,3.18828,3.80953,2.93994,3.05877,3.11957,2.85545,3.46214,3.48739,2.95646,3.01166,2.99372
ATMG00630,4.65842,7.53487,6.3487,4.54151,3.84437,4.50033,4.70859,6.95324,6.85555,4.87497,3.69783,4.12957
ATCG01060,766.455,1377.71,1075.94,1103.78,919.156,644.49,727.562,1506.86,1121.58,1153.74,971.464,667.329
ATCG01070,187.065,319.702,253.714,211.66,167.332,286.203,200.688,325.419,259.338,206.997,160.939,301.285
ATCG01080,9.13321,11.348,9.67444,13.2909,11.2223,18.1254,9.07157,11.2897,9.13931,12.1573,10.9738,17.2481
ATCG01090,6893.42,7038.11,6353.45,6288.82,7398.58,7430.85,6413.2,6686.13,6060.92,6264.17,7225.56,7654.5
ATCG01100,2334,3537.75,3180.79,2150.3,2778.8,2552.09,2399.69,3811.32,3313.97,2069.73,2671.04,2596.85
ATCG01110,80.4168,100.914,88.1266,73.0656,89.075,84.4229,80.6695,109.397,94.7185,76.9348,86.5898,80.7157
ATCG01120,235.163,250.44,227.388,240.197,285.598,148.757,228.649,237.255,241.222,238.028,265.721,149.666
ATCG00065,88.8142,55.875,72.749,136.295,81.5658,94.396,82.3692,60.9678,76.5467,129.262,74.1143,94.9596
ATCG01230,830.334,808.329,1138.16,1245.86,1009.44,1093.68,755.429,744.173,1191.73,1292.79,1093.74,1067.73
ATMG00010,4.22769,3.87262,5.08195,3.51367,3.17706,3.09952,3.97621,3.58857,4.96004,3.45499,3.24031,3.33874
ATMG00050,3.27927,4.15168,3.71213,3.17418,3.26777,3.97679,3.14865,4.44092,3.37766,3.29819,2.99095,3.84164
ATMG00070,8.37438,5.35652,7.33587,7.38355,6.33072,9.9473,8.05001,5.35696,7.98874,6.84814,6.27009,10.0472
,27.6347,34.9075,23.6101,48.6215,32.5526,42.9734,30.2465,34.4045,24.4405,43.8908,30.9848,40.1344
ATMG00110,5.89649,3.95825,3.38321,4.06529,4.35255,3.64336,5.71613,3.62176,3.61199,4.35916,4.53864,3.66728
,4.80765,4.22593,3.94846,3.69033,3.58225,3.89032,4.99392,4.60435,4.01115,3.80415,3.58288,3.8798
ATMG00130,4.77882,7.42646,7.8455,4.17381,3.9391,4.41445,4.90076,7.49108,7.16001,4.39471,3.78248,4.16702
ATMG00140,4.66491,4.557,5.57486,5.32787,4.51418,4.55765,4.49924,4.77054,6.04727,5.44124,4.21439,4.42644
ATMG00150,4.65173,4.12607,4.66276,4.089,3.67528,3.94639,4.98261,3.95502,4.57543,4.24502,4.04125,4.28266
ATMG00160,11.8978,6.81864,13.5433,14.6068,12.1781,13.7558,11.8299,7.38175,14.5468,14.4429,11.21,12.5408
AT2G07723,30.1135,24.1928,13.8358,17.3953,25.2269,26.2754,28.1368,26.4787,13.5091,16.2191,26.2725,24.6063
ATMG00260,4.30828,4.57853,4.80172,4.01778,3.95691,4.66771,4.19692,4.75852,4.75332,4.15575,4.02463,4.90746
ATMG00270,5.85969,4.89046,5.32453,4.63537,5.3639,4.69538,6.08421,5.0851,5.68889,4.97962,4.8371,4.68324
AT2G07732,5.09708,4.99967,4.94807,4.4962,4.35319,5.41118,4.60046,5.4898,4.93522,4.34386,4.64196,5.42682
ATMG00320,3.18517,4.53971,5.04699,3.12499,3.48497,3.67344,3.30929,4.64507,5.33758,3.16546,3.176,3.63466
AT2G07737,3.90668,4.57214,4.38078,4.53375,5.07284,3.82242,3.53458,4.48706,4.35083,4.85578,5.34666,3.86929
ATMG00400,4.93453,17.9581,13.5621,5.09592,4.42121,5.28041,5.35669,16.6617,14.0259,4.70032,4.2259,4.9625
AT2G07703,6.04324,5.0324,4.53704,3.75689,4.32128,3.33023,6.23246,4.77388,4.9296,3.95995,3.98362,3.24763
ATMG00500,9.36149,13.8635,7.54016,15.2642,9.2146,9.50312,9.86105,13.973,6.90144,16.7359,8.71348,9.31444
ATCG01020,2029.54,2373.75,2326.96,1931.67,1971.71,2152.48,1903.06,2610.96,2154.15,1990.88,2006.51,2347.38
ATCG01040,3891.39,3982.31,4005.43,4470.95,4268.23,4059.23,4213.5,3929.31,4177.99,4487.85,4258.48,4236.45
ATCG01050,2009.75,2560.84,2597.82,2971.2,2312.73,2358.04,2202.65,2718.9,2652.02,2688.15,2158.03,2541.61
ATCG00570,4474.3,4133.08,4532.88,4183.27,4806.7,4896.24,4872.27,3883.58,4712.99,4312.92,4810.05,5384.89
ATCG00580,2105.39,2188.39,2183.76,1888.14,2191.5,2159.61,2306.1,1969.74,2032.57,2009.57,2153.01,1980.05
ATCG00590,422.678,765.195,712.106,633.976,613.757,611.151,408.591,704.271,641.793,687.146,592.475,665.31
ATCG00600,54.3763,180.856,84.5583,83.3321,91.9437,69.4396,57.785,178.942,76.9405,80.511,98.2018,69.7641
ATCG00630,5084.87,5130.22,5082.96,5701.22,5962.61,5333.57,4872.56,5452.81,5498.7,5831.48,5811.14,5480.17
ATCG00640,2935.46,3685.8,2834.27,2713.25,3162.4,3533.01,2871.44,3933.46,2873.87,2461.23,3238.01,3757.87
ATCG00650,1806.3,2325.33,1712.64,1262.08,1892.86,2148.46,1880.17,2252.79,1716.77,1239.61,1829.38,2121.02
ATCG00660,58.9846,58.3406,29.6553,63.2946,65.7862,47.535,54.4914,53.556,30.7824,68.0386,71.0347,49.7253
ATCG00670,1811.87,1981.71,2105.24,2668.75,2330.67,2439.8,1730.11,1893.07,2215.51,2677.23,2153.88,2389.8
ATCG00680,149.706,212.486,327.312,559.032,266.874,306.742,151.455,212.034,317.14,552.785,260.607,307.684
ATCG00690,40.3357,235.545,292.677,193.136,106.154,118.921,41.0565,251.134,266.732,205.562,107.649,117.189
ATCG00700,17.9142,43.3939,38.394,27.3329,38.4894,33.3732,18.4468,45.1093,39.31,28.1316,37.6412,35.2194
ATCG00710,1603.82,2679.6,2654.31,2115.69,2098.44,1969.28,1526.51,2547.15,2713.65,1963.34,2082.34,2123.08
ATCG00720,6187.98,6255.49,6170.11,6909.41,6559.49,6420.86,6088.06,6164.98,6681.57,7373.6,6777.08,6408.25
ATCG00730,4.72928,4.50638,4.75943,4.84992,4.77905,4.98558,4.56194,4.19545,4.44476,4.5495,4.96838,5.12992
ATCG00740,1488.06,2748.91,1950.18,1318.51,1374.28,2066.05,1625.06,2610.03,2019.86,1201.61,1456.06,2218.48
ATCG00750,1190.5,1221.7,837.49,787.316,1285.78,1662.96,1101.61,1267.16,805.025,769.492,1352.22,1763.79
ATCG00760,627.709,748.52,373.046,458.579,602.355,754.995,645.12,728.221,351.51,456.529,625.893,745.356
ATCG00770,164.525,272.529,200.47,140.236,181.598,250.336,169.061,246.342,181.399,151.315,188.75,252.079
ATCG00780,136.908,211.715,120.354,152.703,166.702,168.488,147.155,228.898,123.709,149.952,173.912,177.56
ATCG00790,539.646,609.137,464.146,803.578,686.585,596.104,591.53,663.654,459.266,864.834,736.814,637.254
ATCG00800,1942.28,3928.27,2261.26,1956.76,2340.94,2493.23,2134.16,3791.72,2319.7,2062.49,2107.19,2654.82
ATCG00810,1152.9,1960.76,1225.24,1490.82,1574.57,1635.21,1262.34,2001.42,1104.37,1485.95,1621.69,1613.13
ATCG00820,2627.89,3828.56,2902.43,2447.53,2810.1,3249.33,2390.33,3614.53,2733.66,2685.65,2795.23,3140.81
ATCG01310,7067.87,5972.04,5923.9,5829.71,6646.21,7255.4,7581.76,6444.05,6311.61,5560.26,7150.6,7731.79
ATCG00840,4258.21,5325.37,5190.82,4582.17,4740.37,5360.21,3981.11,5160.39,5450.49,4596.43,4781.13,5655.77
ATCG01280,5.62892,4.86571,4.54752,5.49622,5.8556,4.59611,5.46992,5.00123,4.10124,5.74199,5.39274,4.68024
ATCG01270,9.73366,10.5065,8.33944,6.72867,9.15801,6.47189,9.44955,9.66075,8.7649,6.21958,9.63158,6.26097
ATCG00890,3.80713,3.55825,3.72246,3.13282,3.07874,3.9532,3.58018,3.80266,3.78635,3.01366,3.35398,4.22354
ATCG01240,3247.85,2954.6,3269.23,4580.77,4031.3,4202.73,3253.21,2681.91,3317.54,4431.48,4147.34,3872.18
ATCG01130,791.965,1195.76,885.799,1125.14,1010.88,1002.75,857.435,1127.67,804.935,1116.57,1043.31,903.956
ATCG01010,3.75256,3.33854,3.11014,3.03703,3.62443,3.57197,3.93085,3.50374,3.1366,3.22954,3.54792,3.82857
ATCG00150,14.8876,33.4391,25.408,38.6277,31.2211,19.164,15.2268,32.2121,23.873,39.8851,31.8584,20.812
ATCG00160,807.554,1019.27,743.17,645.163,797.637,875.732,781.383,994.468,804.18,706.091,763.795,844.953
ATCG00170,276.212,369.506,204.165,411.025,346.186,363.992,283.912,395.697,212.21,394.327,356.352,367.85
ATCG00180,480.156,509.484,349.902,627.802,537.772,593.781,480.662,496.987,330.443,663.414,553.504,650.546
ATCG00190,10.7308,19.7553,9.42958,12.4023,13.0478,11.3387,10.5335,17.7937,8.56223,13.3655,13.7541,11.661
ATCG00210,15.5489,9.06613,7.28921,19.7861,21.1553,13.8697,15.1942,9.12967,7.90459,18.4147,22.2522,15.1618
ATCG00220,6884.78,7635.38,7929.08,6792.36,6772.7,7633.1,7524.49,7556.51,7517.34,6185.89,7336.28,7985.28
ATCG00270,429.788,712.311,714.531,709.377,548.76,426.952,427.628,649.928,742.79,707.543,533.33,428.306
ATCG00280,1232.2,1308.97,1241.84,1515.58,1379.93,1271.9,1246.82,1247.51,1204.21,1472.54,1373.59,1285.47
ATCG00300,1454.39,2157.84,1640.12,1421.6,1583.09,1804.85,1408.55,2064.65,1734.1,1310.19,1648.89,1979.92
ATCG00330,4.46104,7.17501,6.36314,5.87077,6.47859,4.4502,4.29637,7.01765,6.46051,5.63949,6.42046,4.4496
ATCG00340,4161.93,4300.8,4247.68,5077.33,4682.01,5038.38,3943.79,4563.73,4376.23,4612.77,4931.83,4920
ATCG00350,1438.32,1885.32,2242.24,2203.61,1701.73,1603.49,1478.1,1853.78,2424.87,2172.18,1588.67,1735.27
ATCG00360,60.1289,94.7593,39.767,123.904,75.6722,83.0112,56.4849,89.5402,42.2739,129.27,76.7411,85.8243
ATCG00380,3603.64,3876.35,3523.24,4404.61,4215.72,4023.64,3279.21,4154.83,3684.79,4057.19,3986.46,3714.62
ATCG00420,387.93,523.798,467.953,754.141,477.363,461.606,385.294,491.456,431.178,739.929,469.139,500.094
ATCG00430,88.626,74.5677,71.4926,183.459,115.556,106.438,87.101,68.9922,74.099,184.055,115.333,110.659
ATCG00440,1566.17,2152.07,1789.75,1483.21,1760.52,2129.7,1559.27,2348.76,1635.24,1344.87,1708.37,2182.99
ATCG00470,9888.23,9035.33,8936.34,10307.1,10760.7,11735.5,9194.41,8188.14,8161.51,10009.9,9699.1,11134.3
ATCG00480,12418,10049.6,9932.97,11672.6,13366.4,12701.3,11778.5,10005,9544.75,11181.6,13779.1,13900.1
ATCG00490,399.193,309.978,228.063,628.045,541.765,382.275,374.243,290.996,231.131,652.493,491.109,366.287
ATCG00500,457.974,605.543,583.473,940.166,668.873,594.603,442.719,598.809,530.026,1016.15,638.7,601.131
ATCG00510,1461.81,1835.31,1893.08,2343.35,1998.5,1791.39,1550.85,1963.19,2005.57,2506.71,1904.07,1829.98
ATCG00520,918.859,1042.28,930.113,839.443,1060.79,966.589,933.861,1018.34,882.789,833.722,1110.03,943.785
ATCG00530,1809.39,2109.81,1618.02,1453.81,1894.63,1950.25,1647.05,1919.72,1644.1,1385.82,1987.02,2078.45
ATCG00540,2083.33,2019.77,1641.1,1822.66,2194.61,2439.13,2161.99,2002.76,1486.57,1974.24,2001.97,2449.54
ATCG00550,1708.29,2905.55,2773.67,1760.57,1984.22,2221.63,1853.77,2821.27,2580.56,1695.82,2044,2021.47
ATCG00560,602.328,1066.6,1011.22,579.953,714.608,833.693,557.123,1118.2,1066.58,585.485,705.682,785.394
ATCG00080,1359.85,1972.43,1842.53,1536.9,1734.29,1849.61,1494.38,1924.38,1909.62,1612.74,1853.75,1961.72
ATCG00120,4536.73,5718.91,5262.96,5773.17,5817.54,5851.65,4490.5,5694.22,4954.73,5579.44,6050.66,6377.7
ATCG00130,1533.36,2512.18,2381.24,2354.33,1987.98,1710.92,1492.59,2755.91,2168.78,2374.48,2050.56,1666.7
ATCG00140,1873.83,2509.35,2164.22,2543.79,2332.67,1608.77,1852.27,2518.39,2162.54,2683.65,2452.96,1639.68
AT2G26550,30.8439,46.7833,38.4393,38.1364,45.1807,46.9117,32.3329,45.1774,41.118,37.1099,45.0376,44.0425
AT2G26570,114,118.847,88.1004,119.296,114.55,99.435,102.707,116.464,79.5004,129.018,113.298,105.822
AT2G26580,83.5029,109.325,156.652,207.553,134.853,86.7722,82.0736,98.7803,150.18,214.188,145.418,93.7611
AT2G26620,4.66457,5.38547,4.23027,4.81244,4.74684,5.00458,4.81712,5.28426,4.26858,4.6656,4.82562,4.87169
AT2G26360,5.90246,5.19336,6.12447,6.86026,5.73563,8.01543,6.47238,4.88161,5.64113,7.3823,5.28457,7.93996
AT2G26630,4.28693,4.6498,4.68106,3.78728,3.98271,3.8278,4.09286,4.52497,4.79814,3.47762,3.63419,3.47737
AT2G26380,4.07126,4.12475,5.34185,3.51138,3.29127,3.63952,3.89598,4.34645,4.95304,3.29979,3.3931,3.85964
AT2G26390,6.15262,6.16464,6.91237,4.95721,4.83036,4.5861,6.07348,6.45263,6.85894,4.59445,4.85677,4.23396
AT2G26400,6.25683,9.614,9.46139,6.17305,7.14306,6.27922,6.11953,10.3724,9.02915,5.57704,7.69271,6.06661
AT2G26410,7.91848,9.52071,10.6468,8.86811,5.50503,6.52272,7.28534,9.04383,10.3106,8.28013,5.38842,6.54764
AT2G26420,4.94639,4.92458,5.41384,5.2701,4.09403,4.80097,5.27937,5.37872,5.80887,5.29626,3.77169,4.66818
AT2G26560,5.07525,4.40643,5.10343,4.67674,6.12132,4.5553,5.28696,4.37013,5.55509,4.73955,6.62027,4.81416
AT2G26600,47.7345,75.5628,54.1914,67.5426,54.3117,65.2129,47.0012,78.4027,55.1595,72.8523,59.5136,71.2078
AT2G26520,6.47738,4.92522,4.7887,4.82446,4.15348,6.17091,6.29205,4.74273,5.02402,5.18721,3.97704,5.93196
AT2G26530,8.96726,5.24219,6.00305,11.8519,16.9138,10.4318,9.75807,5.63153,6.54294,10.8239,15.4996,9.6965
AT2G26540,51.3186,37.5387,35.3588,102.779,93.0442,45.3186,55.1636,39.1102,37.5108,93.1215,92.8507,49.0073
AT2G26430,311.722,78.7672,90.4209,142.152,275.835,311.72,318.765,82.4811,84.021,137.147,253.567,309.626
AT2G26500,6489.44,6273.76,7137.65,6786.71,7926.2,7704.84,6734.49,6384.26,7325.95,7235.32,7646.41,7825.09
