-0.076449,0.84927,0.047,-0.059866,-0.087044,-0.038417,0.05795,-0.010998,0.0070045,-0.091863,-0.12287,-0.11564,-0.098581,-0.17587,-0.044656,-0.01123,-0.0011365,-0.026597
0.17873,0.14531,0.24626,0.22237,0.12316,-0.026436,-0.069179,-0.19634,-0.26931,-0.31921,-0.1466,0.031445,0.12994,0.36906,0.07119,-0.10393,-0.11534,-0.27113
-0.25656,0.060641,0.055976,-0.060641,0.0069971,0.16326,0.37318,0.16793,-0.034985,0.32886,-0.4828,-0.49679,-0.18192,-0.10496,0.19125,0.11662,0.20758,-0.053644
0.6455,0.43552,0.28852,0.018209,-0.034145,-0.045515,-0.028531,-0.076908,-0.089894,-0.12429,-0.10061,-0.15146,-0.088326,-0.13762,-0.11557,-0.15401,-0.1395,-0.10137
0.01588,0.43317,0.44648,0.35448,0.17889,0.046043,-0.019846,-0.086592,-0.066269,-0.07608,-0.026869,-0.098901,-0.11852,-0.24284,-0.20072,-0.17604,-0.18155,-0.1807
-0.46028,-0.1518,0.32658,0.373,0.16154,0.06042,-0.079524,-0.19573,-0.21597,-0.12602,0.16634,0.27703,0.19682,0.044563,0.0051478,-0.059682,-0.14617,-0.17626
0.081695,-0.038285,-0.00096939,-0.063627,0.13396,-0.070816,0.074653,-0.030843,0.028988,0.012755,-0.077415,-0.055594,0.016254,-0.11136,-0.064091,-0.084288,-0.36544,0.61443
-0.1094,0.75537,-0.00061988,0.17307,0.096333,-0.11353,-0.10795,-0.10239,-0.0508,-0.16466,0.099473,-0.058948,0.062748,-0.18966,0.14935,-0.17408,-0.17523,-0.089063
0.71651,0.16219,-0.13562,-0.20684,-0.17593,-0.10765,-0.16366,-0.15576,-0.14748,0.071507,0.13245,0.091485,0.035606,-0.041231,-0.077059,-0.01382,-0.023917,0.039211
0.21741,0.016623,0.14225,-0.86662,0.17483,-0.0089913,0.1185,0.095335,0.079972,-0.0072585,0.0036654,-0.027191,0.068763,-0.074355,0.093529,-0.0055263,0.025018,-0.045954
-0.42681,-0.47615,-0.26293,-0.017273,0.25314,0.23352,0.21083,0.053536,-0.034885,-0.16985,-0.18582,-0.030559,0.18382,0.22341,0.27735,0.18269,0.050754,-0.064765
0.27886,0.025446,0.030751,-0.11161,-0.11088,-0.29035,-0.27729,-0.31912,-0.27302,-0.12928,0.23473,0.30534,0.30683,0.15531,0.19544,0.055653,-0.01337,-0.063445
-0.4225,-0.46223,-0.3332,-0.25248,-0.071558,0.020712,0.2313,0.1786,0.26012,0.11797,0.092647,-0.015713,0.024436,0.0095912,0.14171,0.13556,0.21084,0.13418
-0.096631,-0.011194,-0.075046,-0.19593,-0.17536,-0.1803,-0.25352,-0.21214,-0.1757,0.28439,0.56138,0.289,0.16568,0.034731,0.0087227,0.00091635,-0.066514,0.097512
0.84092,0.22722,0.015908,-0.045163,0.0018552,-0.088085,-0.039428,-0.095092,-0.05377,-0.084177,-0.057293,-0.080338,-0.046905,-0.18895,-0.057454,-0.11334,-0.015474,-0.12043
-0.2268,-0.15893,-0.17163,-0.3467,-0.2379,-0.25752,0.051833,0.12817,0.37115,0.26165,0.23715,0.11275,0.02666,-0.053525,-0.066137,0.016433,0.12238,0.19097
