YAL018C,4,0.46,0.28,0.16,-1.72,0.33,0.05,0.22,0.3,0,0.22,-0.15,-0.06,0.11,-0.47,0.22,0.05,-0.15,0.16
YGR120C,4,0.42,-0.09,0.04,-1.74,0.29,0.03,0.33,0.29,0.26,-0.04,-0.1,-0.16,0.06,-0.05,0.21,0.12,0.33,-0.19
YLR281C,4,0.46,-0.1,0.73,-1.88,0.47,-0.15,0.17,-0.03,0.24,-0.25,0.31,0.07,0.27,0.09,0.14,-0.23,-0.04,-0.27
