AT4G15100,15,4.11171,4.73913,5.44953,3.37104,3.80594,3.38479,4.20517,4.90731,5.95101,3.43575,3.85246,3.24554
AT4G15200,15,4.05292,3.81826,4.62756,4.26919,3.34838,2.70834,4.40585,3.65284,4.43457,4.30433,3.07834,2.74484
AT4G15270,15,5.3121,5.37489,5.69169,4.11919,3.8078,3.83588,5.73367,5.3675,5.38907,4.38657,3.92491,3.79393
AT4G15320,15,4.55323,3.88211,4.27608,3.67084,3.61848,3.94581,4.9883,3.55522,4.53381,3.8248,3.3663,3.59949
AT4G14730,15,4.33589,4.01907,4.80501,4.04869,3.40764,3.60768,4.1753,4.31293,4.91564,4.38483,3.67575,3.36684
AT4G14820,15,5.94538,4.65793,6.38666,5.03855,4.67407,6.17001,6.49923,4.71443,6.71815,4.8197,5.00078,6.36212
AT4G14368,15,3.89314,4.36158,4.71152,3.69596,2.93808,3.85446,3.98204,4.39679,4.85054,3.37649,2.67579,4.10062
AT4G14160,15,370.365,266.357,364.314,325.122,323.167,267.47,343.865,261.1,392.278,305.406,304.533,271.35
AT1G56540,15,4.36422,4.28717,5.36986,4.11684,4.09429,3.65404,4.48107,4.68119,5.75509,4.06846,4.21582,3.46259
AT1G28270,15,4.42221,4.94229,5.16363,3.60451,2.9574,3.61971,4.67037,4.89459,5.64618,3.67779,3.05071,3.47615
AT1G28200,15,337.953,330.103,395.397,292.182,277.914,280.971,346.219,304.068,404.671,294.354,268.058,283.962
AT5G04330,15,12.8872,8.11693,10.9392,9.80395,7.00883,9.4733,12.077,8.39285,12.0238,9.2863,6.72814,9.82386
AT1G32130,15,211.687,205.41,238.064,210.706,190.308,229.767,215.904,188.276,228.173,202.743,185.427,231.6
AT1G49920,15,6.01896,6.83524,8.66176,4.97457,4.18197,4.31712,5.83377,7.25004,8.27156,5.21967,4.29108,4.68671
AT1G26310,15,3.44578,3.78072,4.66052,2.81962,3.23751,3.75641,3.54259,3.49771,5.08247,3.02467,3.17236,4.06424
AT1G58420,15,4.89563,4.77003,6.20513,4.65832,4.5713,4.01184,4.62873,4.45672,5.64911,4.61418,4.21426,4.12943
AT1G26300,15,12.0029,10.7046,15.5314,10.1848,13.1812,11.724,11.217,11.6763,16.3423,9.38372,12.7631,12.4588
AT1G26250,15,3.96919,4.38044,5.30514,3.15751,3.1301,2.82154,3.67248,4.46982,5.38289,3.03233,3.19254,2.64723
AT5G28800,15,4.44634,4.94723,6.14157,3.6528,3.77291,3.47724,4.83743,4.99053,6.22567,3.952,3.56708,3.54612
AT5G19670,15,12.5946,13.2247,13.3837,12.1384,12.3914,9.98854,13.3301,12.3644,14.3263,11.5033,11.8078,9.74845
AT5G08330,15,693.964,467.284,809.972,355.822,622.012,676.663,628.623,505.641,795.62,366.236,572.878,701.406
AT5G20240,15,6.92888,6.74405,8.0766,4.59054,5.05666,3.96226,7.35799,6.24479,7.55897,4.83611,5.20035,3.6732
AT5G32540,15,4.22908,4.48197,4.92171,3.46292,3.155,4.27146,4.2934,4.80276,4.66435,3.49724,3.13873,4.09777
AT5G19880,15,6.32859,6.15276,6.33308,5.14657,4.44139,4.85355,6.12217,5.59986,6.76972,4.91661,4.01023,4.48969
AT5G19890,15,5.05994,4.30026,4.96729,3.34835,3.6158,3.16318,5.40092,3.92189,4.93856,3.42992,3.28266,2.92528
AT5G19940,15,2175.72,2460.64,2622.55,1702.1,929.89,1192.32,2166.03,2223.01,2594.39,1682.22,880.471,1256.51
AT5G28440,15,4.17827,3.26684,4.24523,3.29629,2.9266,3.31089,4.25118,3.01451,4.63329,3.13591,2.88539,3.02076
AT5G21050,15,5.47257,4.95202,5.25137,4.82329,5.0878,3.32807,5.80325,4.78534,5.43202,4.95624,4.91226,3.26324
AT4G37230,15,4.09357,4.32246,5.00262,3.80736,3.22304,4.24044,3.81643,4.00738,5.19675,3.85269,3.08882,4.34859
AT3G56880,15,256.137,231.274,368.139,261.205,219.153,284.303,265.003,247.636,361.04,268.901,235.596,285.011
AT3G44830,15,5.76908,5.06262,5.78757,4.40581,3.94697,3.64496,6.30476,4.77057,5.95598,4.0204,4.22747,3.54349
AT3G44900,15,3.22742,3.48472,3.97148,2.40177,2.75657,2.7684,3.38148,3.78568,3.79539,2.51893,2.87664,2.96932
AT1G51860,15,11.4922,10.4472,12.197,11.1171,9.81354,10.3207,10.6692,10.7635,13.2386,10.7192,10.3283,11.1443
AT1G77340,15,5.34201,5.38418,5.93017,4.04103,4.43107,4.97072,4.89874,5.65876,5.39497,3.85291,4.53266,4.94134
AT5G17080,15,4.46134,4.42191,4.91484,4.00279,3.49837,3.60382,4.30153,4.10652,4.85218,3.80833,3.63871,3.51921
AT5G17100,15,4.66865,4.85348,5.70233,4.30746,3.90486,4.00279,4.74867,4.45366,5.53849,4.26867,3.68553,3.65544
AT5G16280,15,37.2975,43.3123,52.3352,21.6095,27.4291,30.036,40.41,46.5737,49.7552,20.9565,25.17,28.4081
AT5G16150,15,445.163,489.218,504.022,414.139,454.373,400.134,486.75,449.791,507.106,381.371,443.885,372.724
AT5G15725,15,5.10236,4.79529,5.2927,4.59452,3.61642,4.30808,5.55584,5.0491,5.05235,4.8101,3.43602,4.31073
AT5G15890,15,9.55684,8.07452,10.7854,8.6592,7.00745,9.04487,8.60943,7.33755,11.4045,9.44564,6.9734,8.35726
AT5G15110,15,4.93991,5.20555,5.93517,4.00632,4.41733,4.43064,4.61581,4.94368,6.24721,3.67358,4.04134,4.81596
AT5G36280,15,3.62651,3.21314,3.92104,2.70727,2.87213,4.11895,3.62704,2.93626,4.1799,2.48585,3.04448,4.30034
AT1G48910,15,5.42697,5.63126,6.35333,5.02098,4.36312,4.09371,5.27814,6.12444,6.73861,5.50174,4.20752,4.3685
AT5G35090,15,3.55274,3.99687,5.01134,2.85407,3.28978,3.58609,3.24382,3.71135,5.21357,2.63334,3.55415,3.57322
AT5G35140,15,4.21363,4.65386,5.34125,4.02863,3.62792,3.96183,4.539,4.99979,5.57205,3.62801,3.27917,3.98601
AT5G35150,15,6.4949,5.98658,7.23375,4.97988,4.51736,5.7103,6.63691,5.82482,7.71385,5.28867,4.06947,5.73358
AT5G35230,15,3.53748,3.63635,3.87379,2.99766,2.54804,2.7793,3.23717,3.31408,3.95402,2.73624,2.42583,3.04306
AT5G35270,15,5.43124,5.36452,5.69045,4.36791,4.9986,4.87838,5.02652,5.728,6.04996,4.27844,4.85494,5.28864
AT5G30420,15,4.84054,4.02898,6.50523,3.86787,3.4446,4.06261,4.87746,4.07954,6.05938,4.07583,3.26495,4.46559
AT5G34450,15,4.64468,5.20714,5.10953,3.8421,4.48929,4.28655,4.41974,4.9028,5.52734,3.72095,4.43356,3.9259
AT5G34790,15,5.25374,4.54261,5.69994,4.53237,4.04128,3.98422,5.1803,4.97414,5.41949,4.64831,4.14017,3.71483
AT5G28020,15,180.409,140.733,176.176,98.3238,120.574,113.212,174.27,130.671,192.517,96.9731,126.881,102.833
AT5G27220,15,4.14987,4.31649,5.28868,3.01085,3.60218,4.01421,4.37938,4.12023,5.71,3.16842,3.52687,3.81887
AT5G26910,15,22.2835,20.9907,29.2879,20.0905,20.8326,23.3291,20.6234,20.8274,28.6213,21.6659,19.4307,24.5813
AT5G26350,15,7.25472,7.2473,8.04218,6.29798,6.07245,6.4394,7.94771,7.37922,8.35979,6.73783,6.30987,6.12724
AT5G26020,15,6.38161,7.01341,7.54313,6.07122,5.455,6.05938,6.68739,6.3672,8.08722,5.61446,4.96082,5.76013
AT5G25340,15,7.83899,6.58473,8.83306,5.27055,4.5893,4.72747,7.94661,6.39038,8.34462,5.35934,4.35572,4.89663
AT5G25180,15,7.14729,5.91827,7.37769,4.44811,4.1185,3.93748,6.49076,6.04086,6.92392,4.28981,4.43758,3.84169
AT5G25390,15,6.55003,6.76724,8.87798,5.74545,6.21183,7.03217,7.08815,6.58418,8.90368,6.02576,6.29278,7.07467
AT5G25430,15,4.03536,3.98585,4.61302,3.60742,3.34956,3.88553,4.08657,3.75394,5.05676,3.49626,3.03295,4.24522
AT5G24710,15,13.6545,7.93134,12.6437,11.165,8.48552,6.72772,14.3086,7.87306,13.8714,11.1385,7.71024,6.38269
AT5G04840,15,11.648,9.71524,11.6161,9.92982,8.7748,9.24838,11.3012,9.93858,10.5677,10.5858,8.39124,8.48755
AT5G67310,15,4.84604,3.66413,5.02772,4.30907,4.15013,3.97838,4.41249,3.32362,5.38516,3.89873,4.43568,3.92747
AT5G66970,15,4.89296,4.41964,4.48791,3.41481,3.52295,3.61303,4.43002,4.10002,4.55336,3.159,3.6151,3.38877
AT5G66980,15,7.64327,6.31406,7.44753,4.70692,4.68294,5.26821,7.41023,5.97278,7.84853,4.94579,4.73647,4.9655
AT5G66890,15,4.7753,4.6064,5.25589,3.84003,3.70442,4.74632,4.37222,4.5593,5.65141,3.60658,3.81969,4.75294
AT5G66620,15,9.74708,9.05729,9.27044,6.5837,7.27417,5.52626,9.71137,9.21686,8.88822,6.63992,6.9422,5.81469
AT5G66110,15,5.54356,4.43232,4.99528,3.66412,4.05968,4.25858,5.06556,4.56799,5.27756,4.02302,3.94868,4.0808
AT5G65160,15,8.63097,7.29799,8.60257,7.6845,7.18688,7.37225,7.79957,7.29803,8.83069,8.44516,6.88668,7.3149
AT5G65230,15,6.72871,6.59733,7.81995,4.73028,4.10407,5.13984,6.25365,6.44656,7.68627,4.49279,4.38855,5.60081
AT5G63720,15,5.06154,5.59394,5.84276,3.86936,3.45128,4.45456,5.10927,5.65047,5.81329,3.64587,3.36716,4.41024
AT5G63580,15,4.19575,4.95637,5.43508,3.6117,3.30384,4.2001,4.09618,4.68662,5.38767,3.32625,3.38136,4.40215
AT5G62180,15,7.89709,7.16826,8.18213,6.89736,5.52433,7.50649,7.43639,7.66682,7.90618,6.44541,4.99105,6.95564
AT5G62310,15,4.46641,5.09539,6.17733,4.42044,4.21162,4.59579,4.889,4.66761,6.00064,4.77533,3.85323,4.4964
AT5G61920,15,9.15359,9.53686,9.53106,7.95121,7.31381,9.46735,9.46887,8.87149,9.75173,7.94581,7.24543,9.91253
AT5G60910,15,4.39489,4.04814,5.71445,4.41435,3.72561,3.68276,4.75501,4.27229,5.63351,4.58732,4.07398,3.36762
AT5G60840,15,50.1755,48.8236,84.201,39.906,26.8114,32.4056,49.4515,53.4109,87.0737,36.6534,26.2264,30.8446
AT5G60240,15,4.82813,5.47566,6.99903,3.96919,5.13733,4.78917,5.09571,5.08722,7.27617,4.01177,5.40666,4.43545
AT5G60470,15,3.56745,4.02701,4.34193,2.97886,2.95671,2.96596,3.8229,4.26816,4.53753,3.25921,3.08589,2.89362
AT5G59670,15,6.23236,5.43305,6.52582,5.35851,5.34887,4.74731,6.69327,5.77867,6.20786,5.64677,5.34826,4.99051
AT5G59700,15,10.8171,10.6463,10.2911,8.26751,10.8898,9.01866,10.0107,9.96631,11.2621,8.17629,10.2931,8.29063
AT5G58360,15,4.55618,4.41734,6.01903,3.99434,3.85747,4.38789,4.9759,4.58106,5.73622,3.78187,3.57979,4.0057
AT5G58280,15,5.30257,4.26723,5.77436,4.07949,3.92156,4.36604,5.80674,4.51498,6.09031,3.68499,3.86565,3.99555
AT5G58070,15,767.632,969.84,1150.62,664.095,366.18,610.796,758.973,1011.3,1130.17,645.604,398.088,582.51
AT5G57770,15,6.26591,4.86293,5.74064,4.73667,4.88431,3.81714,5.65039,4.8099,6.23811,5.08114,5.04198,3.712
AT5G57420,15,4.26581,4.64046,4.79453,3.68451,2.87575,3.71541,4.00835,4.39424,4.87277,3.3254,2.7326,3.84341
AT5G57510,15,4.8692,4.81417,4.82799,4.13901,3.20078,5.12878,4.68005,5.10382,5.00823,4.32451,2.93082,5.49487
AT5G57650,15,8.00296,6.34975,7.39715,4.80382,4.40953,5.17876,8.75641,6.03444,8.12799,5.02072,4.11919,5.18572
AT5G56230,15,11.4328,8.96449,12.042,8.32296,9.11372,9.50288,12.4482,8.75194,12.5973,8.53138,9.49119,9.91192
AT5G56300,15,4.66247,4.50684,4.82359,3.86268,3.36193,4.36546,4.46932,4.79884,4.55833,3.8034,3.2236,4.40307
AT5G55400,15,33.1033,30.7308,60.1715,33.3664,15.9594,25.8477,30.9312,27.9237,59.4774,31.1118,16.6157,26.564
AT5G55060,15,17.6636,13.6678,18.3182,13.0888,18.4473,15.5682,17.9093,13.8974,18.2647,11.9073,16.9733,14.5529
AT5G55350,15,4.83958,4.46208,5.19788,3.91414,3.68771,4.22275,4.87481,4.68966,5.13785,3.5669,3.64594,4.19019
AT5G54700,15,5.33061,5.39212,6.34368,3.77297,4.18221,4.33574,5.43118,5.80878,5.9239,3.89789,4.21448,4.6147
AT5G54480,15,5.50478,5.00273,6.11464,4.52062,3.81443,6.02048,5.38044,5.05483,6.32956,4.6832,3.7759,6.26704
AT5G54030,15,5.65232,5.95171,6.0711,4.10156,4.70194,4.81247,5.94534,5.89062,5.61779,4.31485,4.47189,4.88032
AT5G53990,15,10.5116,10.5445,10.6241,9.59444,8.21223,9.51543,11.161,10.9419,11.509,10.4832,7.69662,9.40975
AT5G53680,15,3.78275,3.84778,4.95136,3.14536,4.35241,3.50547,3.936,4.1387,5.16573,2.85266,4.44235,3.45051
AT5G52580,15,146.258,152.39,162.826,111.944,80.8726,84.8351,138.863,152.303,176.129,116.907,88.5918,80.049
AT5G52620,15,4.08144,3.95544,6.07773,3.23893,3.42673,3.81671,4.10372,4.27439,5.74717,2.92634,3.61724,3.72475
AT5G52800,15,3.97411,4.20452,5.53971,3.79528,3.42947,4.05947,4.03799,4.31192,5.71938,3.58468,3.76335,3.68343
AT5G52490,15,3.99766,3.69607,4.14282,2.97138,3.57866,3.39109,4.39013,3.54215,4.12078,2.76248,3.9092,3.20351
AT5G51580,15,5.12383,5.89221,7.24552,3.81398,3.41228,3.59793,4.96152,6.41963,6.84037,3.86074,3.63347,3.37017
AT5G51270,15,5.27853,5.14889,5.96719,4.45813,4.75455,4.07645,5.15287,5.44346,5.73375,4.85206,4.90333,3.94261
AT5G50540,15,5.66708,6.46137,7.24786,3.46708,4.66915,5.43553,6.06455,6.33437,6.71733,3.73161,4.97294,5.38092
AT5G50000,15,489.466,396.755,494.332,487.013,376.336,369.552,445.41,385.489,539.128,439.292,378.581,354.03
AT5G50240,15,7.46709,7.35528,7.6979,8.16555,5.56454,7.93584,7.78629,6.86991,8.37613,7.83477,5.49905,7.5617
AT5G49310,15,4.57547,3.41728,4.17828,2.943,3.43147,3.56178,4.97182,3.23326,4.54216,2.75423,3.54125,3.49227
AT5G48150,15,221.088,223.92,267.418,188.264,162.638,186.027,201.724,237.732,282.345,182.611,160.309,179.532
AT5G48100,15,4.88651,6.01279,6.66348,4.49065,4.01059,4.41962,5.16142,6.04959,6.7042,4.32725,3.97366,4.28248
AT5G47850,15,3.93353,4.45704,4.50792,2.99075,3.05645,2.82154,3.90725,4.34067,4.74902,3.22394,3.35015,2.77717
AT5G47440,15,3.43302,3.66263,3.99639,3.2598,2.90483,2.78342,3.46978,3.77621,4.15835,2.96761,3.11599,2.51679
AT5G47000,15,9.57831,8.87846,9.79129,8.53703,5.94891,7.2902,10.2157,8.38614,9.38074,8.1098,6.34849,7.09702
AT5G46520,15,5.19094,4.60754,5.65531,5.08616,5.01898,4.86291,5.52188,4.3575,6.15622,5.13438,4.65045,4.38847
AT5G46660,15,4.20329,4.65508,5.43133,3.63583,3.56936,4.21973,4.53379,4.61967,5.20149,3.32366,3.2991,3.98133
AT5G46730,15,15.29,14.478,18.4575,12.2561,12.0451,9.38569,16.712,14.2809,20.2114,13.3835,11.3859,8.62047
AT5G45830,15,4.04534,4.38541,5.10788,3.75162,3.20899,3.74348,3.73668,4.03457,4.86134,3.60566,3.07719,3.75697
AT5G46040,15,3.82677,3.51638,3.60117,2.59517,2.68929,3.2767,4.17921,3.33024,3.93142,2.6707,2.82696,3.06173
AT5G46080,15,10.2812,8.72248,10.1372,8.70192,7.89865,6.87004,9.92175,8.37275,9.67826,7.88858,7.41488,6.59382
AT5G44980,15,5.09181,5.38528,6.56041,4.20453,4.12076,4.1103,4.94419,4.99505,6.84265,4.46953,3.77348,4.3489
AT5G44820,15,6.28844,5.9926,6.88421,5.71925,5.37719,6.12724,5.70204,5.98097,6.5712,5.54595,4.93579,6.13388
AT5G44190,15,568.798,646.443,601.594,100.575,173.897,406.814,525.971,618.423,627.271,105.147,165.817,369.535
AT5G44270,15,5.3882,5.82666,6.61817,3.3754,3.86267,2.85803,5.09275,5.26021,7.09241,3.17911,3.62713,2.95997
AT5G43610,15,4.68016,4.82624,5.44019,4.10406,3.86112,5.09021,4.53326,5.2818,4.97665,4.29382,3.6231,5.25037
AT5G43870,15,18.3375,17.3904,19.5782,16.7016,16.1036,20.0966,19.6689,16.1449,19.4503,17.2702,15.5334,20.6758
AT5G43450,15,32.3273,35.2194,48.7025,25.9278,31.4538,24.6533,33.9964,34.0803,46.1412,24.4696,32.231,26.7606
AT5G43380,15,8.43279,8.29304,9.06304,8.61088,7.28711,7.63132,7.80742,8.06883,9.94083,8.0043,7.73871,6.89687
AT5G43120,15,5.4976,5.1249,5.77088,3.60627,4.56853,3.99008,5.44782,5.13838,5.58775,3.70639,4.28267,4.25392
AT5G43160,15,5.80535,5.79411,6.72642,4.66261,5.07596,4.49606,5.52888,6.07768,6.0666,4.69084,4.76627,4.80597
AT5G43170,15,11.1373,9.65745,10.4121,7.17504,9.63137,9.29422,10.7542,10.4835,11.4112,7.17672,9.03127,9.29266
AT5G42810,15,105.306,90.0945,96.1158,50.6673,47.25,69.3354,100.129,83.4719,91.829,45.6468,44.3827,72.3911
AT5G42380,15,4.53842,4.04026,4.90842,4.48598,3.42661,3.81309,4.63164,3.76129,5.33026,4.67682,3.65291,3.64213
AT5G42230,15,4.41213,4.87753,4.73671,3.68722,3.34789,3.58891,4.2254,4.52461,4.88011,3.97266,3.63236,3.65005
AT5G41370,15,80.0357,88.3475,108.504,61.6274,69.9703,82.5768,72.8897,81.2867,104.471,64.6719,74.1265,85.2402
AT5G41220,15,22.6322,21.5647,26.0748,20.6584,18.6161,21.3286,21.0119,21.0255,25.3072,19.0908,19.6859,20.5715
AT5G40680,15,5.44417,5.93072,7.50278,5.02021,4.56751,4.81903,5.30482,5.51149,7.47096,4.91448,4.51086,4.484
AT5G40750,15,3.87076,3.94693,4.90171,4.08944,2.78459,3.03893,4.14286,4.33624,4.54605,4.22436,2.62594,3.11968
AT5G40730,15,2565.8,2440.45,2537.17,2266.39,2166.41,2339.92,2376.6,2398.03,2515.65,2114.85,2366.62,2433.45
AT5G40050,15,3.75438,3.79426,4.22962,2.76848,2.90956,3.10859,3.55615,3.95973,4.1362,2.7639,2.77264,3.07989
AT5G39785,15,5.52445,4.18106,6.0695,4.11058,4.3516,5.79258,5.0792,4.25256,6.16465,3.77798,4.25989,5.82003
AT5G40030,15,7.28669,6.35666,10.0982,6.19077,4.90939,4.63443,7.48451,6.49963,9.43281,6.18084,4.7845,4.61779
AT5G39380,15,6.68138,6.44413,6.66394,4.80701,5.95437,6.48771,7.2406,6.92237,6.90189,4.79939,6.31714,6.65777
AT5G39440,15,3.67897,3.9694,4.92243,2.83515,4.08664,3.51378,3.69223,4.15938,4.53473,2.82134,4.18411,3.3987
AT5G39690,15,4.68901,4.44605,5.22011,3.40415,3.96126,4.83063,4.53309,4.27321,5.15546,3.42145,4.30477,4.74018
AT5G39280,15,6.36317,5.55887,6.68175,4.17658,4.69235,4.44659,5.88498,5.03987,6.46398,4.01275,4.4459,4.33301
AT5G38650,15,445.978,413.692,438.798,428.449,407.753,470.408,416.421,443.929,457.317,421.692,392.133,432.363
AT5G38035,15,4.14828,4.49476,5.03994,3.89571,3.86025,4.38689,4.07609,4.26745,5.1315,3.52945,3.75407,4.63651
AT5G38450,15,4.02772,5.04009,6.37024,3.34956,3.61693,3.3069,4.41812,5.29598,6.46488,3.2354,3.52277,3.53086
AT5G37620,15,4.54283,4.61378,4.73226,3.42516,3.98134,4.65364,4.30505,4.16868,4.998,3.34921,3.8187,4.57246
AT5G37970,15,5.37917,4.2468,5.09605,4.9102,3.96486,5.49497,4.88073,4.34306,5.27534,4.56345,3.59773,5.42101
AT5G37370,15,61.2536,52.5653,77.1569,57.2535,60.9791,59.1598,64.098,50.1835,80.6746,52.8848,64.7906,53.9932
AT5G37440,15,8.57766,9.06744,9.33237,8.01693,8.67282,7.86718,9.31178,9.02153,8.69447,7.71917,8.64645,7.4896
AT5G37520,15,3.97505,4.11184,4.1912,2.86509,3.07656,3.07872,3.81192,3.84062,4.03146,2.65498,3.13973,3.09886
AT5G37560,15,4.58436,4.04739,7.21936,4.10443,3.26498,3.84463,4.34636,4.16971,6.55987,3.71643,3.55786,3.48057
AT5G37180,15,6.58092,7.51406,10.0418,5.18646,5.34366,6.8339,6.17187,7.82681,10.945,5.02986,4.8216,6.35995
AT5G35880,15,7.44414,5.9813,8.62719,5.28592,6.03899,6.23515,7.53473,5.49693,8.60461,5.64852,5.96365,6.15981
AT5G36090,15,5.62022,4.9283,6.09435,5.20812,4.55932,5.50512,5.78365,4.58977,5.76343,4.91248,4.73571,5.21304
AT5G35640,15,4.96013,4.91343,6.4257,4.2236,4.54817,4.51352,4.6902,5.29735,6.42506,4.62261,4.24024,4.67202
AT5G35710,15,4.34446,3.42022,4.21409,3.17434,3.44264,3.68589,4.58509,3.71091,4.43654,3.01101,3.34302,3.34979
AT5G24410,15,26.3834,27.6451,25.2174,13.432,16.7277,16.2197,25.0303,27.009,26.1908,12.2298,17.7421,16.5778
AT5G24480,15,3.83361,3.40055,4.6943,3.43778,3.2815,2.88253,3.75634,3.37883,4.69529,3.37668,3.08807,2.85654
AT5G24510,15,6.11809,5.89236,6.6871,5.22301,4.07955,5.19731,5.80375,5.57119,6.3471,5.43546,3.77151,4.93843
AT5G24340,15,9.68745,6.30782,12.8308,6.69073,8.16519,7.65582,9.51161,5.89045,13.4973,7.05976,8.26906,7.92018
AT5G23650,15,3.70044,3.45121,4.973,3.48166,2.90218,3.30621,3.43045,3.22713,4.81819,3.62904,2.81764,3.05669
AT5G23150,15,9.47909,8.86192,10.604,7.80386,7.64811,8.55103,8.62914,8.27538,9.57565,8.53373,8.15062,8.53288
AT5G23170,15,9.37426,8.41311,9.02532,7.6155,6.66404,7.0988,10.2031,9.15135,9.71316,7.8596,6.04793,6.52853
AT5G23180,15,5.02921,3.59151,4.97836,3.83042,4.09201,3.7981,5.13946,3.33482,4.55072,3.74426,4.44874,3.7621
AT5G22690,15,7.23277,6.5402,8.52239,5.33753,5.66962,5.58117,6.82597,6.28455,8.11685,5.09187,5.16996,6.12085
AT5G22810,15,4.79204,6.34648,8.14437,3.69297,4.21779,4.43345,5.1716,5.96222,8.69714,3.7965,4.24202,4.02324
AT5G18840,15,5.02637,4.2048,4.85019,4.54428,3.28837,3.55978,4.90444,4.48443,4.86712,4.85422,3.18394,3.34752
AT5G18990,15,3.97474,3.90921,6.14784,3.59235,3.12932,3.2639,3.63311,4.12499,5.5757,3.66706,3.10184,3.28649
AT5G18510,15,4.7743,4.82628,5.74042,4.04213,4.67315,5.03469,4.82412,4.40868,6.19443,4.33881,4.82865,5.19732
AT5G18450,15,7.39231,5.24808,7.50328,5.95252,5.69062,6.54079,7.10874,5.74981,7.47163,5.73748,5.25533,6.89449
AT5G18040,15,12.8999,10.301,11.2222,9.15966,10.8534,9.84763,13.0621,9.34276,12.1708,9.71701,9.81083,10.4862
AT5G18160,15,4.6659,4.4895,4.64469,4.72122,3.84867,4.07363,5.10046,4.73337,4.87047,5.16375,3.76183,3.71186
